trial_id,loss,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/lr_g,config/lr_d,config/batch_size,config/hidden_dim,config/embedding_dim,config/num_layers,config/dropout_prob,config/num_heads,config/bidirectional,config/n_disc_steps,config/clip_value,config/optimizer,config/n_epochs
61475_00049,0.6924799680709839,1724177643,,True,25,2024-08-20_14-14-03,131.11125206947327,3276.1938586235046,602480,WUSSYRD230001,172.27.161.222,3276.1938586235046,25,"49_batch_size=32,bidirectional=False,clip_value=0.0018,dropout_prob=0.5000,embedding_dim=64,hidden_dim=128,lr_d=0.0168,lr_g=0.0040,n_disc_steps=5,num_heads=8,num_layers=2",0.004022206481940299,0.016751912065797427,32,128,64,2,0.5,8,False,5,0.0017620927707731385,rmsprop,25
61475_00050,0.6931470632553101,1724176080,,True,20,2024-08-20_13-48-00,55.252668142318726,1102.9460742473602,606644,WUSSYRD230001,172.27.161.222,1102.9460742473602,20,"50_batch_size=64,bidirectional=True,clip_value=0.0065,dropout_prob=0.2500,embedding_dim=32,hidden_dim=64,lr_d=0.0019,lr_g=0.0000,n_disc_steps=3,num_heads=4,num_layers=3",3.2684437098173785e-05,0.0019422185771888008,64,64,32,3,0.25,4,True,3,0.0064733693167821505,rmsprop,25
61475_00051,0.6920425295829773,1724178789,,True,25,2024-08-20_14-33-09,109.46536564826965,2706.06153011322,614259,WUSSYRD230001,172.27.161.222,2706.06153011322,25,"51_batch_size=32,bidirectional=False,clip_value=0.0021,dropout_prob=0.5000,embedding_dim=64,hidden_dim=16,lr_d=0.0130,lr_g=0.0015,n_disc_steps=5,num_heads=8,num_layers=3",0.0014915718587823015,0.013040133915108798,32,16,64,3,0.5,8,False,5,0.0021365369300353977,rmsprop,25
61475_00052,0.6942825317382812,1724178230,,True,5,2024-08-20_14-23-50,116.56105422973633,584.12073969841,624588,WUSSYRD230001,172.27.161.222,584.12073969841,5,"52_batch_size=32,bidirectional=False,clip_value=0.0024,dropout_prob=0.2500,embedding_dim=64,hidden_dim=16,lr_d=0.0117,lr_g=0.0001,n_disc_steps=5,num_heads=2,num_layers=3",6.100745173091817e-05,0.011722877763540657,32,16,64,3,0.25,2,False,5,0.0023585220871571973,rmsprop,25
61475_00053,0.6932456493377686,1724178625,,True,5,2024-08-20_14-30-25,78.02542161941528,391.6913788318634,628657,WUSSYRD230001,172.27.161.222,391.6913788318634,5,"53_batch_size=32,bidirectional=True,clip_value=0.0055,dropout_prob=0.2500,embedding_dim=64,hidden_dim=32,lr_d=0.0018,lr_g=0.0000,n_disc_steps=3,num_heads=2,num_layers=2",2.5074434619125873e-05,0.001848979562790193,32,32,64,2,0.25,2,True,3,0.005506469750955172,rmsprop,25
61475_00054,0.6931572556495667,1724178842,,True,5,2024-08-20_14-34-02,42.22441554069519,213.2485625743866,631554,WUSSYRD230001,172.27.161.222,213.2485625743866,5,"54_batch_size=128,bidirectional=False,clip_value=0.0083,dropout_prob=0.5000,embedding_dim=64,hidden_dim=16,lr_d=0.0001,lr_g=0.0012,n_disc_steps=3,num_heads=4,num_layers=2",0.0011681612250072678,5.233131644155016e-05,128,16,64,2,0.5,4,False,3,0.00826933262904928,rmsprop,25
61475_00055,0.6940954923629761,1724179364,,True,5,2024-08-20_14-42-44,114.18566179275513,572.1043102741241,632928,WUSSYRD230001,172.27.161.222,572.1043102741241,5,"55_batch_size=64,bidirectional=True,clip_value=0.0023,dropout_prob=0.5000,embedding_dim=64,hidden_dim=128,lr_d=0.0031,lr_g=0.0004,n_disc_steps=5,num_heads=2,num_layers=3",0.00038092604574117774,0.0031225114014055986,64,128,64,3,0.5,2,True,5,0.0022612917961401914,rmsprop,25
61475_00056,0.6931855082511902,1724180039,,True,10,2024-08-20_14-53-59,119.66750717163086,1194.3064725399017,633558,WUSSYRD230001,172.27.161.222,1194.3064725399017,10,"56_batch_size=64,bidirectional=True,clip_value=0.0015,dropout_prob=0.5000,embedding_dim=16,hidden_dim=128,lr_d=0.0002,lr_g=0.0013,n_disc_steps=5,num_heads=4,num_layers=3",0.001324573454923872,0.00015688007787335905,64,128,16,3,0.5,4,True,5,0.0014861761472090256,rmsprop,25
61475_00057,0.6934334635734558,1724179731,,True,5,2024-08-20_14-48-51,71.72792792320251,363.59691047668457,636947,WUSSYRD230001,172.27.161.222,363.59691047668457,5,"57_batch_size=32,bidirectional=False,clip_value=0.0070,dropout_prob=0.5000,embedding_dim=64,hidden_dim=16,lr_d=0.0013,lr_g=0.0002,n_disc_steps=3,num_heads=2,num_layers=3",0.00024567436778024504,0.0012628855970511393,32,16,64,3,0.5,2,False,3,0.007045633263959253,rmsprop,25
61475_00058,0.6942534446716309,1724180114,,True,5,2024-08-20_14-55-14,74.43052983283997,379.6285603046417,639501,WUSSYRD230001,172.27.161.222,379.6285603046417,5,"58_batch_size=32,bidirectional=False,clip_value=0.0018,dropout_prob=0.5000,embedding_dim=32,hidden_dim=128,lr_d=0.0068,lr_g=0.0006,n_disc_steps=3,num_heads=8,num_layers=3",0.0005976928494549393,0.006751750040227079,32,128,32,3,0.5,8,False,3,0.001805258884499291,rmsprop,25
61475_00059,0.6932106614112854,1724180260,,True,5,2024-08-20_14-57-40,42.77389073371887,218.62203073501587,641655,WUSSYRD230001,172.27.161.222,218.62203073501587,5,"59_batch_size=128,bidirectional=False,clip_value=0.0086,dropout_prob=0.2500,embedding_dim=64,hidden_dim=16,lr_d=0.0002,lr_g=0.0012,n_disc_steps=3,num_heads=8,num_layers=2",0.0011726145136594403,0.0002494997050780254,128,16,64,2,0.25,8,False,3,0.008574597779539563,rmsprop,25
61475_00060,0.6928688287734985,1724181606,,True,25,2024-08-20_15-20-06,60.59855914115906,1488.4909489154816,642456,WUSSYRD230001,172.27.161.222,1488.4909489154816,25,"60_batch_size=128,bidirectional=False,clip_value=0.0011,dropout_prob=0.5000,embedding_dim=32,hidden_dim=32,lr_d=0.0009,lr_g=0.0000,n_disc_steps=5,num_heads=8,num_layers=3",2.7996982374251042e-05,0.0008801755352852121,128,32,32,3,0.5,8,False,5,0.0010873334179816432,rmsprop,25
61475_00061,0.7643499374389648,1724180944,,True,5,2024-08-20_15-09-04,135.3074803352356,680.5799849033356,643733,WUSSYRD230001,172.27.161.222,680.5799849033356,5,"61_batch_size=32,bidirectional=False,clip_value=0.0079,dropout_prob=0.5000,embedding_dim=64,hidden_dim=128,lr_d=0.0057,lr_g=0.0028,n_disc_steps=5,num_heads=8,num_layers=3",0.0027806309206489977,0.00567764739862238,32,128,64,3,0.5,8,False,5,0.007934185925575665,rmsprop,25
61475_00062,0.6931605935096741,1724181542,,True,10,2024-08-20_15-19-02,58.74245619773865,595.7323091030121,648328,WUSSYRD230001,172.27.161.222,595.7323091030121,10,"62_batch_size=64,bidirectional=True,clip_value=0.0042,dropout_prob=0.5000,embedding_dim=64,hidden_dim=32,lr_d=0.0001,lr_g=0.0004,n_disc_steps=3,num_heads=8,num_layers=2",0.0003546878393908008,5.383977025048433e-05,64,32,64,2,0.5,8,True,3,0.0041562592428394,rmsprop,25
61475_00063,0.6941333413124084,1724181684,,True,5,2024-08-20_15-21-24,26.753804683685303,138.2532823085785,652490,WUSSYRD230001,172.27.161.222,138.2532823085785,5,"63_batch_size=64,bidirectional=False,clip_value=0.0019,dropout_prob=0.5000,embedding_dim=64,hidden_dim=64,lr_d=0.0052,lr_g=0.0002,n_disc_steps=1,num_heads=8,num_layers=2",0.0001762383338150905,0.005201485577363914,64,64,64,2,0.5,8,False,1,0.0019492309807153166,rmsprop,25
61475_00064,0.6931531429290771,1724183415,,True,20,2024-08-20_15-50-15,88.72710943222046,1806.3789501190186,653236,WUSSYRD230001,172.27.161.222,1806.3789501190186,20,"64_batch_size=64,bidirectional=False,clip_value=0.0022,dropout_prob=0.2500,embedding_dim=32,hidden_dim=128,lr_d=0.0000,lr_g=0.0007,n_disc_steps=5,num_heads=4,num_layers=3",0.0006751798806842239,2.3277335303782848e-05,64,128,32,3,0.25,4,False,5,0.002222201831398263,rmsprop,25
61475_00065,0.6931318044662476,1724183222,,True,25,2024-08-20_15-47-02,61.2606520652771,1535.4684309959412,654037,WUSSYRD230001,172.27.161.222,1535.4684309959412,25,"65_batch_size=128,bidirectional=False,clip_value=0.0045,dropout_prob=0.5000,embedding_dim=16,hidden_dim=16,lr_d=0.0001,lr_g=0.0000,n_disc_steps=5,num_heads=4,num_layers=3",3.824801593253983e-05,6.438824028403146e-05,128,16,16,3,0.5,4,False,5,0.004501789993094335,rmsprop,25
61475_00066,0.6960260272026062,1724183410,,True,5,2024-08-20_15-50-10,35.909780502319336,184.41101026535034,663945,WUSSYRD230001,172.27.161.222,184.41101026535034,5,"66_batch_size=32,bidirectional=False,clip_value=0.0083,dropout_prob=0.2500,embedding_dim=64,hidden_dim=16,lr_d=0.0101,lr_g=0.0001,n_disc_steps=1,num_heads=4,num_layers=3",0.00010665846473131765,0.010050974719143567,32,16,64,3,0.25,4,False,1,0.008302971246362121,rmsprop,25
61475_00067,0.6931555867195129,1724183820,,True,20,2024-08-20_15-57-00,19.980018377304077,408.1691963672638,665491,WUSSYRD230001,172.27.161.222,408.1691963672638,20,"67_batch_size=128,bidirectional=True,clip_value=0.0011,dropout_prob=0.5000,embedding_dim=32,hidden_dim=64,lr_d=0.0000,lr_g=0.0009,n_disc_steps=1,num_heads=8,num_layers=3",0.0008813519380184088,3.948815696523284e-05,128,64,32,3,0.5,8,True,1,0.001105379013869922,rmsprop,25
61475_00068,0.6938110589981079,1724183720,,True,5,2024-08-20_15-55-20,59.65982103347778,301.59711170196533,665823,WUSSYRD230001,172.27.161.222,301.59711170196533,5,"68_batch_size=128,bidirectional=False,clip_value=0.0019,dropout_prob=0.2500,embedding_dim=16,hidden_dim=16,lr_d=0.0026,lr_g=0.0017,n_disc_steps=5,num_heads=4,num_layers=2",0.0016625098109407678,0.0026036161023962655,128,16,16,2,0.25,4,False,5,0.0018776318237894848,rmsprop,25
61475_00069,0.6932204365730286,1724184523,,True,10,2024-08-20_16-08-43,79.17448568344116,799.8816440105438,668360,WUSSYRD230001,172.27.161.222,799.8816440105438,10,"69_batch_size=64,bidirectional=True,clip_value=0.0021,dropout_prob=0.5000,embedding_dim=32,hidden_dim=16,lr_d=0.0003,lr_g=0.0004,n_disc_steps=5,num_heads=4,num_layers=2",0.00042226080508005274,0.0002932783978793786,64,16,32,2,0.5,4,True,5,0.002115222649864848,rmsprop,25
61475_00070,0.6931376457214355,1724184531,,True,20,2024-08-20_16-08-51,35.01611351966858,708.2032430171967,669363,WUSSYRD230001,172.27.161.222,708.2032430171967,20,"70_batch_size=32,bidirectional=False,clip_value=0.0024,dropout_prob=0.5000,embedding_dim=32,hidden_dim=64,lr_d=0.0000,lr_g=0.0056,n_disc_steps=1,num_heads=2,num_layers=3",0.005550797213414658,3.931777119231739e-05,32,64,32,3,0.5,2,False,1,0.0023902350607039905,rmsprop,25
61475_00071,0.693307638168335,1724184780,,True,5,2024-08-20_16-13-00,28.48444628715515,253.6261236667633,674505,WUSSYRD230001,172.27.161.222,253.6261236667633,5,"71_batch_size=32,bidirectional=False,clip_value=0.0034,dropout_prob=0.2500,embedding_dim=32,hidden_dim=16,lr_d=0.0011,lr_g=0.0012,n_disc_steps=3,num_heads=8,num_layers=2",0.0011631895962373932,0.0010824090467205815,32,16,32,2,0.25,8,False,3,0.003395378990299228,rmsprop,25
61475_00072,0.6933225989341736,1724185009,,True,10,2024-08-20_16-16-49,36.79002332687378,474.76557993888855,674855,WUSSYRD230001,172.27.161.222,474.76557993888855,10,"72_batch_size=64,bidirectional=False,clip_value=0.0016,dropout_prob=0.5000,embedding_dim=16,hidden_dim=32,lr_d=0.0013,lr_g=0.0004,n_disc_steps=5,num_heads=2,num_layers=2",0.00036397485327218585,0.0012525714606512646,64,32,16,2,0.5,2,False,5,0.0016121549474966967,rmsprop,25
61475_00073,0.6940448880195618,1724185248,,True,10,2024-08-20_16-20-48,45.999056339263916,464.55215072631836,676457,WUSSYRD230001,172.27.161.222,464.55215072631836,10,"73_batch_size=64,bidirectional=False,clip_value=0.0037,dropout_prob=0.5000,embedding_dim=64,hidden_dim=128,lr_d=0.0072,lr_g=0.0005,n_disc_steps=5,num_heads=4,num_layers=2",0.0004955826328804479,0.007175091375143271,64,128,64,2,0.5,4,False,5,0.003655313998967862,rmsprop,25
61475_00074,0.6937559843063354,1724185132,,True,10,2024-08-20_16-18-52,11.708971738815308,119.32093238830566,677161,WUSSYRD230001,172.27.161.222,119.32093238830566,10,"74_batch_size=128,bidirectional=True,clip_value=0.0032,dropout_prob=0.5000,embedding_dim=32,hidden_dim=32,lr_d=0.0021,lr_g=0.0000,n_disc_steps=1,num_heads=2,num_layers=3",2.7590641679390113e-05,0.0021401517407583074,128,32,32,3,0.5,2,True,1,0.0032049814056996236,rmsprop,25
61475_00075,0.693133533000946,1724185530,,True,25,2024-08-20_16-25-30,15.706347227096558,395.74207854270935,677908,WUSSYRD230001,172.27.161.222,395.74207854270935,25,"75_batch_size=32,bidirectional=True,clip_value=0.0012,dropout_prob=0.5000,embedding_dim=64,hidden_dim=16,lr_d=0.0001,lr_g=0.0011,n_disc_steps=1,num_heads=4,num_layers=2",0.0011021982117997056,5.906144945030735e-05,32,16,64,2,0.5,4,True,1,0.0011731129224152178,rmsprop,25
61475_00076,0.6931542158126831,1724185373,,True,5,2024-08-20_16-22-53,23.93166208267212,121.65074920654297,678549,WUSSYRD230001,172.27.161.222,121.65074920654297,5,"76_batch_size=128,bidirectional=False,clip_value=0.0013,dropout_prob=0.5000,embedding_dim=64,hidden_dim=64,lr_d=0.0000,lr_g=0.0126,n_disc_steps=3,num_heads=8,num_layers=3",0.012625371702879147,2.5243181548115797e-05,128,64,64,3,0.5,8,False,3,0.0012669971109243732,rmsprop,25
61475_00077,0.6930761933326721,1724186042,,True,25,2024-08-20_16-34-02,26.476585388183594,665.3920586109161,679296,WUSSYRD230001,172.27.161.222,665.3920586109161,25,"77_batch_size=128,bidirectional=True,clip_value=0.0024,dropout_prob=0.2500,embedding_dim=32,hidden_dim=64,lr_d=0.0003,lr_g=0.0025,n_disc_steps=3,num_heads=2,num_layers=2",0.0025394827733169444,0.0002949073176951502,128,64,32,2,0.25,2,True,3,0.002422474179529836,rmsprop,25
61475_00078,0.693153440952301,1724185673,,True,5,2024-08-20_16-27-53,27.434077978134155,139.55090641975403,680121,WUSSYRD230001,172.27.161.222,139.55090641975403,5,"78_batch_size=64,bidirectional=True,clip_value=0.0017,dropout_prob=0.2500,embedding_dim=64,hidden_dim=32,lr_d=0.0000,lr_g=0.0000,n_disc_steps=3,num_heads=2,num_layers=3",2.4016668927235562e-05,2.4828661018251793e-05,64,32,64,3,0.25,2,True,3,0.0017001845931413188,rmsprop,25
61475_00079,0.6932053565979004,1724185928,,True,5,2024-08-20_16-32-08,49.75518083572388,251.21908378601074,680802,WUSSYRD230001,172.27.161.222,251.21908378601074,5,"79_batch_size=32,bidirectional=False,clip_value=0.0011,dropout_prob=0.2500,embedding_dim=16,hidden_dim=128,lr_d=0.0002,lr_g=0.0001,n_disc_steps=5,num_heads=8,num_layers=2",0.00010497157280161823,0.00023242826292154537,32,128,16,2,0.25,8,False,5,0.0010886083451129216,rmsprop,25
61475_00080,0.6933083534240723,1724186248,,True,20,2024-08-20_16-37-28,15.712347745895386,317.4289879798889,681615,WUSSYRD230001,172.27.161.222,317.4289879798889,20,"80_batch_size=32,bidirectional=False,clip_value=0.0040,dropout_prob=0.5000,embedding_dim=16,hidden_dim=128,lr_d=0.0047,lr_g=0.0001,n_disc_steps=1,num_heads=2,num_layers=2",5.874175491886599e-05,0.004720357927749657,32,128,16,2,0.5,2,False,1,0.003987180323630138,rmsprop,25
61475_00081,0.6932754516601562,1724186187,,True,5,2024-08-20_16-36-27,27.925514459609985,141.45564436912537,682324,WUSSYRD230001,172.27.161.222,141.45564436912537,5,"81_batch_size=32,bidirectional=False,clip_value=0.0039,dropout_prob=0.5000,embedding_dim=32,hidden_dim=16,lr_d=0.0005,lr_g=0.0088,n_disc_steps=3,num_heads=4,num_layers=2",0.008773726909452606,0.0005023513296241347,32,16,32,2,0.5,4,False,3,0.0038722854863164104,rmsprop,25
61475_00082,0.6937119960784912,1724187173,,True,20,2024-08-20_16-52-53,48.95648455619812,982.9995687007904,683108,WUSSYRD230001,172.27.161.222,982.9995687007904,20,"82_batch_size=32,bidirectional=False,clip_value=0.0010,dropout_prob=0.5000,embedding_dim=16,hidden_dim=128,lr_d=0.0018,lr_g=0.0000,n_disc_steps=5,num_heads=8,num_layers=3",4.086862854349698e-05,0.0018418498928839042,32,128,16,3,0.5,8,False,5,0.0010072377759511254,rmsprop,25
61475_00083,0.6931329369544983,1724186522,,True,25,2024-08-20_16-42-02,10.713122844696045,270.2356593608856,683568,WUSSYRD230001,172.27.161.222,270.2356593608856,25,"83_batch_size=128,bidirectional=False,clip_value=0.0016,dropout_prob=0.2500,embedding_dim=32,hidden_dim=16,lr_d=0.0001,lr_g=0.0062,n_disc_steps=1,num_heads=8,num_layers=3",0.006235551011555991,6.190503281612026e-05,128,16,32,3,0.25,8,False,1,0.0016201274050288816,rmsprop,25
61475_00084,0.692160964012146,1724186910,,True,25,2024-08-20_16-48-30,15.2888822555542,384.8850212097168,684927,WUSSYRD230001,172.27.161.222,384.8850212097168,25,"84_batch_size=32,bidirectional=False,clip_value=0.0024,dropout_prob=0.2500,embedding_dim=32,hidden_dim=64,lr_d=0.0095,lr_g=0.0000,n_disc_steps=1,num_heads=4,num_layers=3",3.787377840347463e-05,0.009537729761890852,32,64,32,3,0.25,4,False,1,0.002367352879194843,rmsprop,25
61475_00085,0.6937576532363892,1724187023,,True,5,2024-08-20_16-50-23,21.669681072235107,110.43914842605591,686384,WUSSYRD230001,172.27.161.222,110.43914842605591,5,"85_batch_size=64,bidirectional=True,clip_value=0.0024,dropout_prob=0.2500,embedding_dim=16,hidden_dim=128,lr_d=0.0025,lr_g=0.0001,n_disc_steps=1,num_heads=2,num_layers=3",5.4095168743210766e-05,0.0025142500782211444,64,128,16,3,0.25,2,True,1,0.0023601581176921887,rmsprop,25
61475_00086,0.6931571960449219,1724187315,,True,5,2024-08-20_16-55-15,57.27941012382507,289.7312409877777,686917,WUSSYRD230001,172.27.161.222,289.7312409877777,5,"86_batch_size=32,bidirectional=False,clip_value=0.0017,dropout_prob=0.5000,embedding_dim=64,hidden_dim=128,lr_d=0.0000,lr_g=0.0071,n_disc_steps=5,num_heads=2,num_layers=3",0.00706041331705621,4.0163831038518974e-05,32,128,64,3,0.5,2,False,5,0.0016836485070302694,rmsprop,25
61475_00087,0.6933343410491943,1724187345,,True,5,2024-08-20_16-55-45,33.772727727890015,169.31897854804993,687420,WUSSYRD230001,172.27.161.222,169.31897854804993,5,"87_batch_size=128,bidirectional=True,clip_value=0.0037,dropout_prob=0.2500,embedding_dim=32,hidden_dim=16,lr_d=0.0019,lr_g=0.0030,n_disc_steps=5,num_heads=2,num_layers=3",0.0030458404675897423,0.001885086667657225,128,16,32,3,0.25,2,True,5,0.003712585536618647,rmsprop,25
61475_00088,0.6946748495101929,1724187400,,True,5,2024-08-20_16-56-40,15.648188829421997,80.91482400894165,687951,WUSSYRD230001,172.27.161.222,80.91482400894165,5,"88_batch_size=32,bidirectional=False,clip_value=0.0028,dropout_prob=0.2500,embedding_dim=64,hidden_dim=32,lr_d=0.0085,lr_g=0.0015,n_disc_steps=1,num_heads=2,num_layers=2",0.0014934058728057382,0.008510098143876037,32,32,64,2,0.25,2,False,1,0.0028034405789784827,rmsprop,25
61475_00089,0.6935209631919861,1724187606,,True,5,2024-08-20_17-00-06,50.89509391784668,257.83543372154236,688295,WUSSYRD230001,172.27.161.222,257.83543372154236,5,"89_batch_size=32,bidirectional=False,clip_value=0.0011,dropout_prob=0.5000,embedding_dim=32,hidden_dim=128,lr_d=0.0013,lr_g=0.0100,n_disc_steps=5,num_heads=4,num_layers=3",0.009954011251469368,0.001265291685468424,32,128,32,3,0.5,4,False,5,0.0011167904139301374,rmsprop,25
61475_00090,0.6931979656219482,1724187513,,True,5,2024-08-20_16-58-33,21.675999641418457,110.33073019981384,688708,WUSSYRD230001,172.27.161.222,110.33073019981384,5,"90_batch_size=128,bidirectional=False,clip_value=0.0013,dropout_prob=0.5000,embedding_dim=16,hidden_dim=16,lr_d=0.0002,lr_g=0.0001,n_disc_steps=3,num_heads=8,num_layers=3",8.638474437784787e-05,0.00021609538543372083,128,16,16,3,0.5,8,False,3,0.0012853840627242948,rmsprop,25
61475_00091,0.6932709813117981,1724187692,,True,5,2024-08-20_17-01-32,34.860924243927,176.42624592781067,689270,WUSSYRD230001,172.27.161.222,176.42624592781067,5,"91_batch_size=128,bidirectional=False,clip_value=0.0030,dropout_prob=0.2500,embedding_dim=64,hidden_dim=32,lr_d=0.0009,lr_g=0.0002,n_disc_steps=5,num_heads=2,num_layers=3",0.00020778890537863595,0.000914448363652412,128,32,64,3,0.25,2,False,5,0.0029669868006611745,rmsprop,25
61475_00092,0.6944000124931335,1724187739,,True,5,2024-08-20_17-02-19,25.623032808303833,130.08131170272827,689694,WUSSYRD230001,172.27.161.222,130.08131170272827,5,"92_batch_size=64,bidirectional=False,clip_value=0.0078,dropout_prob=0.5000,embedding_dim=32,hidden_dim=64,lr_d=0.0103,lr_g=0.0137,n_disc_steps=3,num_heads=2,num_layers=2",0.01371020900787883,0.010347385477736061,64,64,32,2,0.5,2,False,3,0.007843294867727337,rmsprop,25
61475_00093,0.6931114196777344,1724188434,,True,25,2024-08-20_17-13-54,28.702873468399048,739.0925796031952,690186,WUSSYRD230001,172.27.161.222,739.0925796031952,25,"93_batch_size=32,bidirectional=True,clip_value=0.0063,dropout_prob=0.5000,embedding_dim=16,hidden_dim=16,lr_d=0.0001,lr_g=0.0003,n_disc_steps=3,num_heads=2,num_layers=2",0.0002685159046451458,0.00014839796417318604,32,16,16,2,0.5,2,True,3,0.006308984103912636,rmsprop,25
61475_00094,0.6931471824645996,1724188332,,True,20,2024-08-20_17-12-12,28.303731441497803,590.2481412887573,690566,WUSSYRD230001,172.27.161.222,590.2481412887573,20,"94_batch_size=32,bidirectional=False,clip_value=0.0096,dropout_prob=0.2500,embedding_dim=16,hidden_dim=32,lr_d=0.0014,lr_g=0.0088,n_disc_steps=3,num_heads=8,num_layers=2",0.008771911088225535,0.0014412692569494329,32,32,16,2,0.25,8,False,3,0.009584915759051578,rmsprop,25
61475_00095,0.6931471824645996,1724189383,,True,20,2024-08-20_17-29-43,51.95303463935852,1047.6095037460327,692290,WUSSYRD230001,172.27.161.222,1047.6095037460327,20,"95_batch_size=32,bidirectional=True,clip_value=0.0051,dropout_prob=0.2500,embedding_dim=32,hidden_dim=64,lr_d=0.0020,lr_g=0.0004,n_disc_steps=5,num_heads=8,num_layers=3",0.00041699337230337156,0.0019605759700097405,32,64,32,3,0.25,8,True,5,0.005102905321016607,rmsprop,25
61475_00096,0.6928965449333191,1724189183,,True,25,2024-08-20_17-26-23,30.18301796913147,745.7377412319183,692748,WUSSYRD230001,172.27.161.222,745.7377412319183,25,"96_batch_size=32,bidirectional=False,clip_value=0.0091,dropout_prob=0.5000,embedding_dim=32,hidden_dim=16,lr_d=0.0009,lr_g=0.0039,n_disc_steps=3,num_heads=8,num_layers=2",0.003928591637843536,0.0008767101303710543,32,16,32,2,0.5,8,False,3,0.009147712769373515,rmsprop,25
61475_00097,0.6940930485725403,1724189263,,True,5,2024-08-20_17-27-43,14.967305183410645,76.89123153686523,694511,WUSSYRD230001,172.27.161.222,76.89123153686523,5,"97_batch_size=64,bidirectional=False,clip_value=0.0019,dropout_prob=0.2500,embedding_dim=32,hidden_dim=128,lr_d=0.0066,lr_g=0.0000,n_disc_steps=1,num_heads=4,num_layers=2",2.588154540168961e-05,0.006645064270445478,64,128,32,2,0.25,4,False,1,0.0018735233248402862,rmsprop,25
61475_00098,0.6937150955200195,1724190242,,True,20,2024-08-20_17-44-02,48.73602056503296,975.3837323188782,695008,WUSSYRD230001,172.27.161.222,975.3837323188782,20,"98_batch_size=32,bidirectional=True,clip_value=0.0090,dropout_prob=0.5000,embedding_dim=32,hidden_dim=32,lr_d=0.0078,lr_g=0.0083,n_disc_steps=5,num_heads=8,num_layers=3",0.008336003215522587,0.007778918113581056,32,32,32,3,0.5,8,True,5,0.009017747082528981,rmsprop,25
